LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1395,MORE INFO,LEVEL
متفرقه,نهادهای خاص,کمک به نهادهای خاص,شورای سیاست‌گذاری ائمه جمعه,,شورای سیاست‌گذاری ائمه جمعه (کمک به تکمیل و تجهیز مصلی‌ها),ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳ از جدول شماره ۱۷,,0,27.5,0,27.5,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,‍حمایت از فیلم‌های فاخر دینی,,‍حمایت از فیلم‌های فاخر دینی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴ از جدول شماره ۱۷,,5.775,0,0,5.775,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد ملی بازی‌های یارانه‌ای,,کمک به بنیاد ملی بازی‌های یارانه‌ای,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۵ از جدول شماره ۱۷,,6.851,0,0,6.851,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد مهدی موعود,,بنیاد فرهنگی مهدی موعود,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۶ از جدول شماره ۱۷,,1.155,0,0,1.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دائره‌المعارف بزرگ اسلامی,,دائره‌المعارف بزرگ اسلامی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۷ از جدول شماره ۱۷,,6.82,0,0,6.82,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,اقلیت‌های دینی,,اقلیت‌های دینی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۸ از جدول شماره ۱۷,,4.343,0,0,4.343,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مدارس دینی خواهران مناطق محروم,,کمک به مرکز تربیت مدارس دینی مناطق محروم خواهران,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۹ از جدول شماره ۱۷,,1.925,0,0,1.925,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مجمع عالی حکمت اسلامی,,مجمع عالی حکمت اسلامی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۰ از جدول شماره ۱۷,,2.65,0,0,2.65,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد صدرا,,بنیاد حکمت اسلامی صدرا,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۱ از جدول شماره ۱۷,,4.31,0,0,4.31,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه اسراء,,موسسه اسراء,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۲ از جدول شماره ۱۷,,11.275,0,0,11.275,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد بین‌المللی غدیر,,بنیاد بین‌المللی غدیر,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۳ از جدول شماره ۱۷,,1.155,0,0,1.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه امام صادق,,موسسه امام صادق,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۴ از جدول شماره ۱۷,,2.255,0,0,2.255,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه اخلاق و تربیت,,موسسه آموزش عالی اخلاق و تربیت,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۵ از جدول شماره ۱۷,,2.155,0,0,2.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بعثه رهبری,,بعثه مقام رهبری در حج و زیارت,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۶ از جدول شماره ۱۷,,0.578,0,0,0.578,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مرکز نشر معارف در جهان,,مرکز نشر معارف اسلامی در جهان,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۷ از جدول شماره ۱۷,,0.778,0,0,0.778,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,انتشارات جامعه مدرسین قم,,انتشارات اسلامی وابسته به جامعه مدرسین حوزه علمیه قم,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۸ از جدول شماره ۱۷,,1.8,0,0,1.8,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,طرح زیارت,,طرح زیارت,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۱۹ از جدول شماره ۱۷,,0,27.5,0,27.5,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,کمک به مسجد جمکران,,کمک به فعالیت‌های فرهنگی مسجد جمکران,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۰ از جدول شماره ۱۷,,3.717,0,0,3.717,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مطالعات معارف اسلامی,,موسسه مطالعات راهبردی علوم و معارف اسلامی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۱ از جدول شماره ۱۷,,1.155,0,0,1.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بیمارستان سپیر,,بیمارستان سپیر,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۲ از جدول شماره ۱۷,,0.578,0,0,0.578,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مطالعات ایران و اوراسیا,,موسسه مطالعات ایران و اوراسیا (ایراس),ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۳ از جدول شماره ۱۷,,0.347,0,0,0.347,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه آینده روشن (مهدویت),,موسسه آینده روشن (مهدویت),ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۴ از جدول شماره ۱۷,,0.693,0,0,0.693,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد دائره‌لمعارف اسلامی,,بنیاد دائره‌لمعارف اسلامی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۵ از جدول شماره ۱۷,,1.155,0,0,1.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,اتاق تعاون,,اتاق تعاون,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۶ از جدول شماره ۱۷,,2.31,0,0,2.31,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,جشنواره عمار,,جشنواره عمار,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۷ از جدول شماره ۱۷,,2.2,0,0,2.2,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دبیرخانه شورای دستگاه‌های نظارتی,,دبیرخانه شورای دستگاه‌های نظارتی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۸ از جدول شماره ۱۷,,5,0,0,5,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه عترت اصفهان,,دانشگاه معارف قران و عترت اصفهان,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۲۹ از جدول شماره ۱۷,,0.647,0,0,0.647,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان‌های دانش‌آموزی,,سازمان‌های دانش‌آموزی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۰ از جدول شماره ۱۷,,10.8,0,0,10.8,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,اتحادیه انجمن‌های اسلامی دانش‌اموزان,,اتحادیه انجمن‌های اسلامی دانش‌اموزان,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۱ از جدول شماره ۱۷,,21.5,0,0,21.5,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بسیج دانش‌آموزی,,بسیج دانش‌آموزی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۲ از جدول شماره ۱۷,,16,0,0,16,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مناسبت‌های مرقد امام,,اعتبار مربوط به مناسبت‌ها و برگزاری مراسم آستان مقدس حضرت امام,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۳ از جدول شماره ۱۷,,3.465,0,0,3.465,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,هیات رزمندگان اسلام,,هیات رزمندگان اسلام,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۴ از جدول شماره ۱۷,,1.155,0,0,1.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,فدراسیون ورزش‌های زورخانه‌ای و کشتی چوخه,,فدراسیون بین‌المللی ورزش‌های زورخانه‌ای و فدراسیون کشتی با چوخه,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۵ از جدول شماره ۱۷,,2.31,0,0,2.31,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه امام صادق,,دانشگاه امام صادق,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۶ از جدول شماره ۱۷,,10.66,0,0,10.66,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه ادیان مذاهب,,دانشگاه ادیان مذاهب,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۷ از جدول شماره ۱۷,,4.243,0,0,4.243,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه مفید,,موسسه غیرانتفاعی دانشگاه علوم انسانی مفید,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۸ از جدول شماره ۱۷,,5.088,0,0,5.088,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه عدالت,,دانشگاه غیردولتی - غیرانتفاعی عدالت,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۳۹ از جدول شماره ۱۷,,4.257,0,0,4.257,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه شهید مطهری,,دانشگاه شهید مطهری,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۰ از جدول شماره ۱۷,,6.875,0,0,6.875,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,شهرک مهدیه,,شهرک مهدیه,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۱ از جدول شماره ۱۷,,0.809,0,0,0.809,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,پژوهشکده تاریخ اسلام,,پژوهشکده تاریخ اسلام,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۲ از جدول شماره ۱۷,,0.462,0,0,0.462,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه کتاب‌شناسی شیعه,,موسسه کتاب‌شناسی شیعه,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۳ از جدول شماره ۱۷,,0.347,0,0,0.347,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشنامه انقلاب اسلامی,,بنیاد تاریخ‌پژوهی و دانشنامه انقلاب اسلامی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۴ از جدول شماره ۱۷,,0.347,0,0,0.347,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,اتحادیه آشوریان,,اتحادیه جهانی آشوریان,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۵ از جدول شماره ۱۷,,1.109,0.55,0,1.659,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,پژوهشکده علوم شناختی,,پژوهشکده علوم شناختی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۶ از جدول شماره ۱۷,,1.678,0,0,1.678,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مرکز اسناد انقلاب اسلامی,,مرکز اسناد انقلاب اسلامی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۷ از جدول شماره ۱۷,,2.7,0,0,2.7,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,ترجمان وحی,,ترجمان وحی,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۸ از جدول شماره ۱۷,,1.309,0,0,1.309,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه پرتو ثقلین,,موسسه پرتو ثقلین,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۴۹ از جدول شماره ۱۷,,1.9,0,0,1.9,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد انصار الانصار,,بنیاد انصار الانصار,ردیف شماره ۵۴۰۰۰۰ - ۳ - ۵۰ از جدول شماره ۱۷,,1,0,0,1,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,,,کمک به اشخاص حقوقی غیردولتی موضوع جدول شماره ۱۷,ردیف شماره ۵۴۰۰۰۰ - ۳ از جدول شماره ۹,,220.916,55.55,0,276.466,,3
متفرقه,نهادهای خاص,افزایش سرمایه دولت در بانک‌ها,,,افزایش سرمایه دولت در بانکها و موسسات اعتباری و صندوقهای قرض الحسنه,ردیف شماره ۵۴۰۰۰۰ - ۴ از جدول شماره ۹,,60,0,0,60,,3
متفرقه,نهادهای خاص,پرداخت به دهیاری‌ها,,,سازمان شهرداری‌ها و دهیاری‌های کشور - پرداخت به دهیاری‌ها موضوع تبصره 3 ماده41 قانون مالیات بر ارزش افزوده و خرید ماشین آلات,ردیف شماره ۵۴۰۰۰۰ - ۵ از جدول شماره ۹,,48,128,0,176,,3
متفرقه,نهادهای خاص,مطالبات آستان حضرت معصومه,,,مطالبات آستان حضرت معصومه از دستگاه‌های اجرایی,ردیف شماره ۵۴۰۰۰۰ - ۶ از جدول شماره ۹,,5,0,0,5,,3
متفرقه,نهادهای خاص,ستاد دیه,,,ستاد مردمی رسیدگی به امور دیه - کمک,ردیف شماره ۵۴۰۰۰۰ - ۷ از جدول شماره ۹,,27,0,0,27,,3
متفرقه,نهادهای خاص,,,,اعتبارات نهادهای خاص,ردیف شماره ۵۴۰۰۰۰ از جدول شماره ۹,,480.916,503.55,0,984.466,,2
متفرقه,ردیف‌های موقت,,,,اعتبارات ردیف‌های موردی (موقت),ردیف شماره ۵۵۰۰۰۰ از جدول شماره ۹,,"6,724.10","4,873.80",0,"11,597.90",,2
متفرقه,سود و کارمزد وام‌ها,,,,سود و کارمزد وام‌های داخلی و خارجی,ردیف شماره ۶۰۰۰۰۰ از جدول شماره ۹,,350.57,0,0,350.57,,2
متفرقه,اعتبارات مالی,واگذاری سهام,,,اعتبارات موضوع واگذاری سهام,ردیف شماره ۱۰۱۰۰۰ از جدول شماره ۸,,0,0,"19,836.00","19,836.00",,3
متفرقه,اعتبارات مالی,بازپرداخت اوراق مشارکت,,,بازپرداخت اصل اوراق مشارکت,ردیف شماره ۱۰۲۰۰۰ از جدول شماره ۸,,0,0,"1,753.00","1,753.00",,3
متفرقه,اعتبارات مالی,بازپرداخت تسهیلات بانکی,,,بازپرداخت اصل تسهیلات بانکی,ردیف شماره ۱۰۳۰۰۰ از جدول شماره ۸,,0,0,58,58,,3
متفرقه,اعتبارات مالی,تعهدات سال‌های قبل,,,تعهدات پرداخت‌نشده سال‌های قبل,ردیف شماره ۱۰۴۰۰۰ از جدول شماره ۸,,0,0,781,781,,3
متفرقه,اعتبارات مالی,بازپرداخت وام‌های خارجی,,,بازپرداخت اصل وام‌های خارجی و تعهدات,ردیف شماره ۱۰۵۰۰۰ از جدول شماره ۸,,0,0,722,722,,3
متفرقه,اعتبارات مالی,,,,برآورد اعتبارات تملک دارایی‌های مالی,جدول شماره ۸,,0,0,"23,150.00","23,150.00",,2
متفرقه,,,,,اعتبارات ردیف‌های متفرقه,جدول‌های شماره ۸ و ۹,,"37,698.40","21,840.00","23,150.00","82,688.40",,1
استانی,مرکزی,,,,اعتبارات دستگاه‌های اجرایی استان مرکزی,ردیف شماره ۵۱ از جدول شماره ۱۰,,189.918,147,0,336.918,,2
استانی,گیلان,,,,اعتبارات دستگاه‌های اجرایی استان گیلان,ردیف شماره ۵۲ از جدول شماره ۱۰,,344.543,217,0,561.543,,2
استانی,مازندران,,,,اعتبارات دستگاه‌های اجرایی استان مازندران,ردیف شماره ۵۳ از جدول شماره ۱۰,,458.371,301,0,759.371,,2
استانی,آذربایجان شرقی,,,,اعتبارات دستگاه‌های اجرایی استان آذربایجان شرقی,ردیف شماره ۵۴ از جدول شماره ۱۰,,336.621,297.5,0,634.121,,2
استانی,آذربایجان غربی,,,,اعتبارات دستگاه‌های اجرایی استان آذربایجان غربی,ردیف شماره ۵۵ از جدول شماره ۱۰,,310.621,252,0,562.621,,2
استانی,کرمانشاه,,,,اعتبارات دستگاه‌های اجرایی استان کرمانشاه,ردیف شماره ۵۶ از جدول شماره ۱۰,,292.676,196,0,488.676,,2
استانی,خوزستان,,,,اعتبارات دستگاه‌های اجرایی استان خوزستان,ردیف شماره ۵۷ از جدول شماره ۱۰,,442.131,595,0,"1,037.13",,2
استانی,فارس,,,,اعتبارات دستگاه‌های اجرایی استان فارس,ردیف شماره ۵۸ از جدول شماره ۱۰,,518.422,468.3,0,986.722,,2
استانی,کرمان,,,,اعتبارات دستگاه‌های اجرایی استان کرمان,ردیف شماره ۵۹ از جدول شماره ۱۰,,352.011,315,0,667.011,,2
استانی,خراسان رضوی,,,,اعتبارات دستگاه‌های اجرایی استان خراسان رضوی,ردیف شماره ۶۰ از جدول شماره ۱۰,,479.777,406,0,885.777,,2
استانی,اصفهان,,,,اعتبارات دستگاه‌های اجرایی استان اصفهان,ردیف شماره ۶۱ از جدول شماره ۱۰,,436.32,301,0,737.32,,2
استانی,هرمزگان,,,,اعتبارات دستگاه‌های اجرایی استان هرمزگان,ردیف شماره ۶۲ از جدول شماره ۱۰,,195.57,245,0,440.57,,2
استانی,سیستان و بلوچستان,,,,اعتبارات دستگاه‌های اجرایی استان سیستان و بلوچستان,ردیف شماره ۶۳ از جدول شماره ۱۰,,273.402,350,0,623.402,,2
استانی,کردستان,,,,اعتبارات دستگاه‌های اجرایی استان کردستان,ردیف شماره ۶۴ از جدول شماره ۱۰,,217.746,168,0,385.746,,2
استانی,همدان,,,,اعتبارات دستگاه‌های اجرایی استان همدان,ردیف شماره ۶۵ از جدول شماره ۱۰,,221.822,133,0,354.822,,2
استانی,لرستان,,,,اعتبارات دستگاه‌های اجرایی استان لرستان,ردیف شماره ۶۶ از جدول شماره ۱۰,,230.994,231,0,461.994,,2
استانی,ایلام,,,,اعتبارات دستگاه‌های اجرایی استان ایلام,ردیف شماره ۶۷ از جدول شماره ۱۰,,158.312,129.5,0,287.812,,2
استانی,زنجان,,,,اعتبارات دستگاه‌های اجرایی استان زنجان,ردیف شماره ۶۸ از جدول شماره ۱۰,,170.604,119,0,289.604,,2
استانی,چهارمحال و بختیاری,,,,اعتبارات دستگاه‌های اجرایی استان چهارمحال و بختیاری,ردیف شماره ۶۹ از جدول شماره ۱۰,,158.798,105,0,263.798,,2
استانی,کهگیلویه و بویراحمد,,,,اعتبارات دستگاه‌های اجرایی استان کهگیلویه و بویراحمد,ردیف شماره ۷۰ از جدول شماره ۱۰,,153.085,178.5,0,331.585,,2
استانی,سمنان,,,,اعتبارات دستگاه‌های اجرایی استان سمنان,ردیف شماره ۷۱ از جدول شماره ۱۰,,162.715,108.5,0,271.215,,2
استانی,یزد,,,,اعتبارات دستگاه‌های اجرایی استان یزد,ردیف شماره ۷۲ از جدول شماره ۱۰,,186.284,122.5,0,308.784,,2
استانی,بوشهر,,,,اعتبارات دستگاه‌های اجرایی استان بوشهر,ردیف شماره ۷۳ از جدول شماره ۱۰,,181.477,357,0,538.477,,2
استانی,تهران,,,,اعتبارات دستگاه‌های اجرایی استان تهران,ردیف شماره ۷۴ از جدول شماره ۱۰,,659.286,311.5,0,970.786,,2
استانی,اردبیل,,,,اعتبارات دستگاه‌های اجرایی استان اردبیل,ردیف شماره ۷۵ از جدول شماره ۱۰,,191.606,140,0,331.606,,2
استانی,قم,,,,اعتبارات دستگاه‌های اجرایی استان قم,ردیف شماره ۷۶ از جدول شماره ۱۰,,131.577,112,0,243.577,,2
استانی,قزوین,,,,اعتبارات دستگاه‌های اجرایی استان قزوین,ردیف شماره ۷۷ از جدول شماره ۱۰,,153.455,115.5,0,268.955,,2
استانی,گلستان,,,,اعتبارات دستگاه‌های اجرایی استان گلستان,ردیف شماره ۷۸ از جدول شماره ۱۰,,252.951,161,0,413.951,,2
استانی,خراسان شمالی,,,,اعتبارات دستگاه‌های اجرایی استان خراسان شمالی,ردیف شماره ۷۹ از جدول شماره ۱۰,,138.974,136.5,0,275.474,,2
استانی,خراسان جنوبی,,,,اعتبارات دستگاه‌های اجرایی استان خراسان جنوبی,ردیف شماره ۸۰ از جدول شماره ۱۰,,171.458,154.7,0,326.158,,2
استانی,البرز,,,,اعتبارات دستگاه‌های اجرایی استان البرز,ردیف شماره ۸۱ از جدول شماره ۱۰,,185.602,126,0,311.602,,2
استانی,,,,,ردیف‌های بودجه استانی در سال ۱۳۹۵,جدول شماره ۱۰,,"8,357.13","7,000.00",0,"15,357.13",,1
ملی,نهادهای نظامی و امنیتی,شورای عالی امنیت ملی,شورای عالی امنیت ملی,,شورای عالی امنیت ملی,ردیف شماره ۱۰۱۰۰۴ - ۱ از جدول شماره ۷,,10.492,0.03,0,10.522,,4
ملی,نهادهای نظامی و امنیتی,شورای عالی امنیت ملی,هزینه‌های پیش‌بینی نشده,,هزینه‌های پپیش‌بینی نشده دفاعی - امنیتی,ردیف شماره ۱۰۱۰۰۴ - ۲ از جدول شماره ۷,,7,0,0,7,,4
