LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1401,MORE INFO,LEVEL
درآمدها,جریمه‌ها,جریمه انصراف تحصیلی,,,درآمد حاصل از جرایم انصراف تحصیلی,ردیف شماره 150111جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,21.000,0.000,0.000,21.000,,3
درآمدها,جریمه‌ها,جریمه اتباع غیرمجاز,,,"درآمدهای حاصل از جرایم و مجازات ورود و اقامت غیر مجاز اتباع خارجی  -  علاوه بر جرائم ذکر شده در بند «۳»
ماده ۱۵ قانون ورود اتباع خارجی و به استثنای کسانی که به تشخیص مراجع ذی ربط برای اقامت بیش از مدت
روادید صادره عذر موجه دارند",ردیف شماره 150112جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,80.000,0.000,0.000,80.000,,3
درآمدها,جریمه‌ها,سود حساب واریز جریمه‌ها,,,"درآمد حاصل از اجرای تبصره ۵ قانون اصلاح قانون تعزیرات حکومتی مصوب ۱۳۷۳/۷/۱۹ مجمع تشخیص
مصلحت نظام",ردیف شماره 150113جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,200.000,0.000,0.000,200.000,,3
درآمدها,جریمه‌ها,جریمه تغییر کاربری اراضی,,,درآمد حاصل از جرائم و خسارت ناشی از اجرای قانون اصلاح قانون حفظ کاربری اراضی زراعی و باغها,ردیف شماره 150115جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,220.000,0.000,0.000,220.000,,3
درآمدها,جریمه‌ها,سایر جریمه‌ها,,,درآمد حاصل از سایر جرائم و خسارات,ردیف شماره 150120جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,16.000,0.800,"2,650.000","2,666.800",,3
درآمدها,جریمه‌ها,جریمه طرح‌های عمرانی در منابع طبیعی,,,درآمد حاصل از خسارات ناشی از اجرای طرح‌های عمرانی و معادن دولتی در عرصه منابع طبیعی,ردیف شماره 150121جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,300.000,0.000,0.000,300.000,,3
درآمدها,جریمه‌ها,جریمه بهره‌برداری معادن خصوصی,,,"درآمد حاصل از خسارات ناشی از اکتشاف و بهره برداری از معادن بخش خصوصی (ماده ۱۷ قانون اصلاح قانون
معادن)",ردیف شماره 150122جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,055.000",0.000,0.000,"1,055.000",,3
درآمدها,جریمه‌ها,جریمه‌های معوق رانندگی,,,درآمد حاصل از جرائم معوق رانندگی,ردیف شماره 150123جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,"3,000.000",0.000,"3,000.000",,3
درآمدها,جریمه‌ها,جریمه قاچاق,,,درآمد موضوع اجرای قانون مبارزه با قاچاق کالا و ارز,ردیف شماره 150126جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,800.000,0.000,0.000,800.000,,3
درآمدها,جریمه‌ها,جریمه مصرف بالای گاز,,,"جرایم ناشی از مصرف گاز و فرآورده‌های نفتی مازاد برالگوی مصرف موضوع ماده ۲۶ قانو اصلاح الگوی مصرف
انرژی",ردیف شماره 150127جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,20.000,0.000,0.000,20.000,,3
درآمدها,جریمه‌ها,جریمه پسماند کالاهای گمرکی,,,درآمد موضوع ماده ۱۲ آیین نامه اجرایی قانون مدیریت پسماندها,ردیف شماره 150129جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,50.000,0.000,0.000,50.000,,3
درآمدها,جریمه‌ها,جریمه قانون هوای پاک,,,درآمد حاصل از اجرای قانون هوای پاک,ردیف شماره 150132جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,15.000,305.000,0.000,320.000,,3
درآمدها,جریمه‌ها,جریمه خسارت تالاب‌ها,,,درآمد حاصل از اجرای وصول جریمه هاوخسارات قانون حفاظت، احیاو مدیریت تالابها,ردیف شماره 150133جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,2.000,0.000,2.000,,3
درآمدها,جریمه‌ها,سود حساب واریز جریمه‌های پسماند,,,درآمد حاصل از جرایم ماده ۲۱ قانون مدیریت پسماند,ردیف شماره 150134جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.500,0.000,0.500,,3
درآمدها,جریمه‌ها,جریمه‌ای خسارت خاک,,,درآمد حاصل از وصول جریمه ها و خسارات مربوط به آلودگی خاک موضوع ماده ۲۵ قانون حفاظت از خاک,ردیف شماره 150136جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,1.100,0.000,0.000,1.100,,3
درآمدها,جریمه‌ها,جریمه‌های جهانگردی,,,درامد حاصل از صدور و تمدید مجوزها یا اخذ جرائم موضوع قانون توسعه صنعت ایرانگردی و جهانگردی,ردیف شماره 150137جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,10.000,0.000,10.000,,3
درآمدها,جریمه‌ها,درآمد سرمایه‌گذاری‌های بنیاد شهید,,,"درآمد حاصل از سود سرمایه گذاری ها ودارایی‌ها بنیادشهید و امورایثارگران (موضوع ماده ۷۳ قانون جامع خدمات
رسانی به ایثارگران)",ردیف شماره 150138جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,"2,000.000","2,000.000",,3
درآمدها,جریمه‌ها,,,,درآمدهای حاصل از جرایم و خسارات,ردیف شماره 150000جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"2,991.600","7,329.300","4,660.000","14,980.900",,2
درآمدها,درآمدهای متفرقه,متفرقه۱,,,درآمدهای متفرقه,ردیف شماره 160101جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,726.989,750.000,298.010,"1,774.999",,3
درآمدها,درآمدهای متفرقه,فروش پسماند سرب و روی زنجان,,,درآمد حاصل از فروش پسماندهای روی شهرک صنعتی سرب و روی زنجان,ردیف شماره 160102جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,10.000,0.000,10.000,,3
درآمدها,درآمدهای متفرقه,درآمدهای پیمانکاری,,,درآمدهای حاصل از قراردادهای پیمانکاری,ردیف شماره 160103جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,"15,385.000","15,385.000",,3
درآمدها,درآمدهای متفرقه,حق اشتراک برداشت جدید آب,,,حق اشتراک برداشت جدید آب موضوع ماده ۶۳ قانون تنظیم بخشی از مقررات مالی دولت,ردیف شماره 160104جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,50.000,0.000,0.000,50.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمد دانشگاه‌ها,,,مازاد درآمدهای اختصاصی دانشگاه‌ها و موسسات آموزش عالی,ردیف شماره 160105جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,400.000,400.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمد دانشگاه‌های علوم پزشکی,,,مازاد درآمدهای اختصاصی دانشگاه‌های علوم پزشکی,ردیف شماره 160106جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,"2,200.000","2,200.000",,3
درآمدها,درآمدهای متفرقه,نیم درصد مبلغ اسناد رسمی,,,درآمد حاصل از موضوع نیم درصد مبلغ مندرج در اسناد رسمی,ردیف شماره 160108جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"3,300.000",0.000,0.000,"3,300.000",,3
درآمدها,درآمدهای متفرقه,درآمد ماده ۴۸ قانون الحاق,,,"درآمد حاصل از موضوع ماده ۴۸ قانون الحاق برخی مواد به قانون تنظیم بخشی از مقررات مالی۲ و بند ح ماده
۳۱ قانون برنامه ششم توسعه کشور به میزان ۱۰درصد ارزش",ردیف شماره 160109جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"4,000.000",0.000,0.000,"4,000.000",,3
درآمدها,درآمدهای متفرقه,۵درصد مالیات وصولی,,,"پنج درصد از درآمدهای وصولی مالیات‌های مستقیم و کالا و خدمات منظور در جدول شماره ۵ این قانون مازاد بر
مبلغ ۲۶۰۰هزارمیلیارد ریال",ردیف شماره 160110جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,"7,047.300","7,047.300",,3
درآمدها,درآمدهای متفرقه,عوارض از حق بیمه شخص ثالث,,,"درآمد حاصل از اخذ عوارض از اصل حق بیمه شخص ثالث دریافتی شرکت‌های بیمه ای بابت هزینه در امور منجر به
کاهش تصادفات",ردیف شماره 160111جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,500.000,0.000,0.000,500.000,,3
درآمدها,درآمدهای متفرقه,درآمد برداشت آب از آب‌خوان‌ها,,,درامد حاصل از برداشت آب از آب خوان ها موضوع بند هـ تبصره ۸,ردیف شماره 160112جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,450.000,0.000,0.000,450.000,,3
درآمدها,درآمدهای متفرقه,عوارض شماره گذاری‌خودروهای وارداتی,,,"درآمد موضوع اخذ عوارض شماره گذاری بر خودروهای وارداتی که اولین بار شماره گذاری می شوند متناسب با
میزان آلودگی و ارزش گمرکی آنها",ردیف شماره 160113جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,100.000,0.000,0.000,100.000,,3
درآمدها,درآمدهای متفرقه,بازپرداخت وام زندانیان نیازمند,,,درآمد حاصل از وجوه بازگشتی از محل تسهیلات اعطایی به محکومین نیازمند,ردیف شماره 160114جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.200,0.000,0.000,0.200,,3
درآمدها,درآمدهای متفرقه,بازپرداخت وام زندانیان,,,درآمد حاصل از وجوه بازگشتی از محل تسهیلات اعطایی به زندانیان,ردیف شماره 160115جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,20.000,0.000,0.000,20.000,,3
درآمدها,درآمدهای متفرقه,درآمد قانون ایمنی راه‌ها,,,درآمد حاصل از اجرای قانون ایمنی راه‌ها و راه‌آهن,ردیف شماره 160116جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,25.000,0.000,0.000,25.000,,3
درآمدها,درآمدهای متفرقه,ده درصد جریمه‌های وصولی رانندگی,,,"درآمد حاصل از ده درصد %۱۰ حاصل از جریمه‌های وصولی راهنمایی و رانندگی، خدمات قضایی وصولی توسط
قوه قضاییه وهزینه‌های دادرسی و جزای نقدی وصولی تعزیرات حکومتی",ردیف شماره 160119جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,500.000,0.000,0.000,500.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمد اختصاصی دستگاه‌ها,,,مازاد درآمد اختصاصی دستگاه‌های اجرایی,ردیف شماره 160120جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,"1,100.000","1,100.000",,3
درآمدها,درآمدهای متفرقه,درآمد صدور سند مالکیت مفروز اراضی کشاورزی,,,درآمد حاصل از متقاضیان صدور سند مالکیت مفروز اراضی کشاورزی,ردیف شماره 160121جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,600.000,0.000,0.000,600.000,,3
درآمدها,درآمدهای متفرقه,بدهی شرکت‌های پتروشیمی,,,درآمد حاصل از بدهی شرکت‌های پتروشیمی تولیدکننده کود اوره,ردیف شماره 160122جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,0.000,0.000,,3
درآمدها,درآمدهای متفرقه,کارمزد ثبت سفارش,,,درآمد حاصل از کارمزد ثبت سفارش,ردیف شماره 160124جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,360.000,0.000,440.000,800.000,,3
درآمدها,درآمدهای متفرقه,نظارت شرعی بر ذبح,,,درآمد موضوع ماده ۵ قانون نظارت شرعی بر ذبح و صید وماده ۱۲ قانون نظام جامع دامپروری,ردیف شماره 160125جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,11.000,0.000,0.000,11.000,,3
درآمدها,درآمدهای متفرقه,مابه التفاوت واردات کشاورزی,,,درآمد حاصل از اخذ ما‌به‌التفاوت از کالاهای وارداتی کشاورزی,ردیف شماره 160126جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,20.000,0.000,0.000,20.000,,3
درآمدها,درآمدهای متفرقه,۲.۵ درصد فروش اتیلن,,,درآمد حاصل از %۲.۵ ارزش فروش هر تن اتیلن تولید داخل,ردیف شماره 160127جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,200.000",0.000,0.000,"1,200.000",,3
درآمدها,درآمدهای متفرقه,درآمد نقشه‌برداری,,,درآمد حاصل از نقشه برداری  -  سازمان جغرافیایی نیروهای مسلح,ردیف شماره 160128جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,40.000,40.000,,3
درآمدها,درآمدهای متفرقه,مالیات سلامت ,,,درآمد موضوع ماده ۳۷ قانون مالیات بر ارزش افزوده,ردیف شماره 160129جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,100.000,0.000,0.000,100.000,,3
درآمدها,درآمدهای متفرقه,گواهی اداره امور مالیاتی,,,درآمد موضوع تبصره ۲ ماده ۱۸۶ قانون مالیات مستقیم,ردیف شماره 160130جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,75.000,0.000,0.000,75.000,,3
درآمدها,درآمدهای متفرقه,تبصره ۳ ماده ۳۸ قانون مالیات بر ارزش افزوده,,,درآمد موضوع تبصره ۳ ماده ۳۸ قانون مالیات بر ارزش افزوده,ردیف شماره 160131جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,155.200,0.000,0.000,155.200,,3
درآمدها,درآمدهای متفرقه,عوارض از واردات میوه,,,درآمد حاصل از اخذ عوارض از واردات میوه و سبزیجات و سموم کشاورزی,ردیف شماره 160132جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,80.000,0.000,0.000,80.000,,3
درآمدها,درآمدهای متفرقه,درآمد معاینه فنی خودروها,,,درآمد حاصل از معاینه فنی خودروها,ردیف شماره 160133جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.500,0.000,0.000,0.500,,3
درآمدها,درآمدهای متفرقه,حسابرسی وزارت دفاع,,,درآمد حاصل از سازمان حسابرسی وزارت دفاع و پشتیبانی نیروهای مسلح,ردیف شماره 160134جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,7.000,7.000,,3
درآمدها,درآمدهای متفرقه,عوارض واردات گوشت,,,درآمد حاصل از اخذ عوارض از واردات گوشت قرمز و مرغ,ردیف شماره 160135جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,30.000,0.000,0.000,30.000,,3
درآمدها,درآمدهای متفرقه,درآمد هزینه تفکیک,,,درآمد حاصل از هزینه تفکیک,ردیف شماره 160138جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,180.000,0.000,0.000,180.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمد موسسات تحقیقات کشاورزی,,,مازاد درآمد اختصاصی موسسات تحقیقاتی و پژوهشی وابسته به سازمان تحقیقات، آموزش و ترویج کشاورزی,ردیف شماره 160141جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,40.000,40.000,,3
درآمدها,درآمدهای متفرقه,عوارض تولید و واردات وسائط نقلیه,,,درآمد حاصل از اخذ عوارض از تولید و واردات وسائط نقلیه,ردیف شماره 160142جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,6.000,0.000,0.000,6.000,,3
درآمدها,درآمدهای متفرقه,یک درصد بلیت هواپیما,,,درآمد حاصل از یک درصد قیمت بلیت هواپیما و کشتی,ردیف شماره 160143جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,30.000,0.000,0.000,30.000,,3
درآمدها,درآمدهای متفرقه,افزایش عوارض واردات محصولات فرهنگی,,,درآمد حاصل از افزایش %۴ عوارض واردات کالاها و محصولات فرهنگی,ردیف شماره 160145جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,15.000,0.000,0.000,15.000,,3
درآمدها,درآمدهای متفرقه,درآمد افزایش مسیرهای پروازی,,,"درآمد حاصل از اصلاح و افزایش مسیرهای پروازی موضوع بند""ی"" تبصره ۱۰",ردیف شماره 160146جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,0.000,0.000,,3
درآمدها,درآمدهای متفرقه,افزایش عوارض واردات خودروهای سواری,,,درآمد حاصل از افزایش عوارض واردات خودروهای سواری به میزان %۵ قیمت روی کشتی,ردیف شماره 160148جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,10.000,0.000,0.000,10.000,,3
درآمدها,درآمدهای متفرقه,درآمد مازاد مصالح رودخانه ای,,,درآمد حاصل از مازاد مصالح رودخانه ای,ردیف شماره 160149جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,10.000,0.000,0.000,10.000,,3
درآمدها,درآمدهای متفرقه,درآمد واگذاری عوارضی آزاد‌راه‌ها,,,درآمد حاصل از اجرای قانون اجازه واگذاری حق دریافت آزاد راه‌های تهران  -  کرج و کرج  -  قزوین,ردیف شماره 160152جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,16.000,0.000,0.000,16.000,,3
درآمدها,درآمدهای متفرقه,۲۰ درصد قیمت هرلیتر گازوئیل,,,درآمد حاصل از ۲۰ درصد قیمت هرلیتر نفت گاز,ردیف شماره 160153جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,0.000,0.000,,3
درآمدها,درآمدهای متفرقه,افزایش ۳ تومان قیمت هر پیامک,,,درآمد حاصل از افزایش ۳۰ریال به قیمت هر پیامک,ردیف شماره 160154جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,600.000,0.000,0.000,600.000,,3
درآمدها,درآمدهای متفرقه,درآمد رفع تداخل اراضی,,,درآمدحاصل ازدریافت هزینه وقیمت اراضی رفع تداخل شده موضوع ماده ۵۴ قانون رفع موانع تولید,ردیف شماره 160156جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,35.000,0.000,0.000,35.000,,3
درآمدها,درآمدهای متفرقه,درآمد اجرای قانون جامع حدنگار,,,درآمد حاصل از اجرای قانون جامع حدنگار,ردیف شماره 160157جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,258.000",0.000,592.000,"1,850.000",,3
درآمدها,درآمدهای متفرقه,اسکن کامیون‌ها,,,درآمد حاصل از خوانش (اسکن) هرکامیون توسط دستگاه‌های نظارتی (کنترلی) پرتونگاری,ردیف شماره 160161جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,200.000,0.000,0.000,200.000,,3
درآمدها,درآمدهای متفرقه,درآمد قانون ایجاد شهرهای جدید,,,درآمد موضوع تبصره ذیل ماده ۵ قانون ایجاد شهرهای جدید -  جمعی - خرجی,ردیف شماره 160163جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,20.000,0.000,0.000,20.000,,3
درآمدها,درآمدهای متفرقه,درآمد بیمه حوادث همگانی,,,"درآمد حاصل از اجرای مواد۲ و۴ قانون تاسیس صندوق بیمه همگانی حوادث طبیعی مصوب، ۱۳۹۹حداکثر
حق بیمه پایه هر واحد مسکونی دارای انشعاب قانونی برق سالیانه ۱.۰۰۰.۰۰۰ ریال که سهم مالکان به میزان
سالیانه ۲۴۰.۰۰۰ ریال توسط وزارت نیرو از طریق درج در قبوض و الباقی حق بیمه برعهده دولت",ردیف شماره 160166جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,600.000,0.000,0.000,600.000,,3
درآمدها,درآمدهای متفرقه,درآمد صندوق بیمه شخص ثالث,,,درآمد موضوع ماده ۲۴ قانون بیمه اجباری خسارات وارد شده به شخص ثالث,ردیف شماره 160169جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,900.000,900.000,,3
درآمدها,درآمدهای متفرقه,ماده ۳۹ قانون نظام مهندسی,,,درآمد حاصل از اجرای ماده ۳۹ قانون نظام مهندسی و کنترل ساختمان,ردیف شماره 160170جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,10.000,0.000,0.000,10.000,,3
درآمدها,درآمدهای متفرقه,بخشی از پرداختی کارفرمایان,,,"درآمد حاصل از پرداختی کارفرمایان جهت تکمیل فضاهای ورزشی کارگران (ماده ۷۸ قانون وصول برخی از
درآمدهای دولت و مصرف آن درموارد معین)",ردیف شماره 160171جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,5.000,0.000,0.000,5.000,,3
درآمدها,درآمدهای متفرقه,بدهی ایدرو، ایمیدرو و صنایع پتروشیمی,,,"درآمدحاصل ازبدهی سازمان‌های گسترش ونوسازی صنایع ایران )ایدرو(وتوسعه ونوسازی معادن و صنایع معدنی
ایران)ایمیدرو(وشرکت ملی صنایع پتروشیمی به دولت (جمعی  - خرجی)",ردیف شماره 160172جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,000.000",0.000,0.000,"1,000.000",,3
درآمدها,درآمدهای متفرقه,افزایش ۱۰ درصدی حق‌التحریر طلاق,,,درآمد حاصل از افزایش %۱۰ به حق التحریر طلاق,ردیف شماره 160173جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,8.000,0.000,0.000,8.000,,3
درآمدها,درآمدهای متفرقه,یک درصد عوارض ورود کالا به مناطق آزاد,,,درآمد حاصل از یک درصد عوارض ورود کالا و خدمات مناطق آزاد,ردیف شماره 160174جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,20.000,0.000,0.000,20.000,,3
درآمدها,درآمدهای متفرقه,عوارض برق,,,"عوارض برق  - موضوع ماده ۵ قانون حمایت از صنعت برق کشور )سازمان انرژی‌های تجدیدپذیر وبهره وری انرژی
برق )ساتبا.",ردیف شماره 160175جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,0.000,"4,800.000","4,800.000",,3
درآمدها,درآمدهای متفرقه,عوارض واردات داروهای دامپزشکی,,,درآمد حاصل از اخذ عوارض واردات سموم و داروهای دامپزشکی آماده مصرف و واکسن‌های طیور,ردیف شماره 160176جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,25.000,0.000,0.000,25.000,,3
درآمدها,درآمدهای متفرقه,عوارض صادرات مواد خام,,,"درآمدحاصل از وضع عوارض صادراتی برمواد خام و کالاهای با ارزش افزوده پایین موضوع ماده ۳۷ قانون رفع موانع
تولید رقابت پذیر",ردیف شماره 160177جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,500.000",0.000,0.000,"1,500.000",,3
درآمدها,درآمدهای متفرقه,عوارض بازی‌های آلاین خارجی,,,"عوارض حاصل از اخذ ۱۰ درصد درآمداز طریق عرضه برخط بازی‌های خارجی شامل بازی‌های قابل اجرا در تلفن
همراه، نمایشگر هوشمند، رایانه ای شخصی، کنسولی و تحت مرورگر",ردیف شماره 160178جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,10.000,0.000,0.000,10.000,,3
درآمدها,درآمدهای متفرقه,درآمد از رده خارج کردن خودروهای فرسوده,,,درآمد حاصل از رده خارج کردن خودروهای فرسوده,ردیف شماره 160179جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,50.000,0.000,0.000,50.000,,3
درآمدها,درآمدهای متفرقه,عوارض ورادات ملوانان,,,درآمد حاصل از ورود کالا توسط ملوانان شناورهای دریایی سنتی با ظرفیت کمتر از ۵۰۰تن,ردیف شماره 160180جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,50.000,0.000,0.000,50.000,,3
درآمدها,درآمدهای متفرقه,افزایش ۱۰ درصدی گمرکی خودروهای بنزین سوز,,,درآمد حاصل از وضع عوارض از افزایش %۱۰ ارزش گمرکی خودروهای بنزین سوز,ردیف شماره 160181جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,15.000,0.000,0.000,15.000,,3
درآمدها,درآمدهای متفرقه,طرح ترافیک,,,درآمدحاصل از اجرای طرح ناحیه کاهش آلودگی هوا (ال.ای.زد),ردیف شماره 160183جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,140.000,0.000,140.000,,3
درآمدها,درآمدهای متفرقه,حق مسکن خانه‌های سازمانی نیروهای مسلح,,,درآمد حاصل از حق مسکن خانه‌های سازمانی نیروهای مسلح,ردیف شماره 160184جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,200.000,0.000,0.000,200.000,,3
درآمدها,درآمدهای متفرقه,حق بیمه مصرف گاز طبیعی,,,"درآمد حاصل از بیمه مصرف کنندگان گاز طبیعی موضوع ماده۱۲ قانون الحاق برخی مواد۲ (به ازای هر
واحدمسکونی۲۰۰۰ریال و هر واحدتجاری۱۰۰۰۰ریال)",ردیف شماره 160185جدول شماره ۵,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,93.215,0.000,0.000,93.215,,3
