LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1396,MORE INFO,LEVEL
متفرقه,هزینه‌های پیش‌بینی نشده,هزینه‌های پیش‌بینی نشده,,,هزینه‌های پیش بینی نشده - کمک,ردیف شماره 510000 - 1 از جدول شماره ۹,,50.000,0.000,0.000,50.000,,3
متفرقه,هزینه‌های پیش‌بینی نشده,هزینه‌‌های عمرانی پیش‌بینی نشده,,,هزینه‌های پیش بینی نشده سرمایه‌ای,ردیف شماره 510000 - 2 از جدول شماره ۹,,0.000,40.000,0.000,40.000,,3
متفرقه,هزینه‌های پیش‌بینی نشده,هزینه‌های ضروری دستگاه‌ها,,,نهاد ریاست‌جمهوری - هزینه‌های ضروری دستگاه‌های اجرایی,ردیف شماره 510000 - 3 از جدول شماره ۹,,70.000,0.000,0.000,70.000,,3
متفرقه,هزینه‌های پیش‌بینی نشده,سفرهای استانی رهبری,,,اعتبار طرح‌های مربوط به تعهدات سفرهای مقام رهبری,ردیف شماره 510000 - 4 از جدول شماره ۹,,0.000,"1,000.000",0.000,"1,000.000",,3
متفرقه,هزینه‌های پیش‌بینی نشده,سفرهای استانی رییس‌جمهور,,,اعتبار طرح‌های مربوط به سفرهای رییس جمهور,ردیف شماره 510000 - 5 از جدول شماره ۹,,0.000,64.000,0.000,64.000,,3
متفرقه,هزینه‌های پیش‌بینی نشده,,,,اعتبارات خاص و پیش‌بینی نشده,ردیف شماره 510000 از جدول شماره ۹,,120.000,104.000,0.000,"1,224.000",,2
متفرقه,اعتبارات یارانه‌ها,,,,اعتبارات یارانه‌ها,ردیف شماره 520000 از جدول شماره ۹,,"15,190.000","1,388.000",0.000,"16,578.000",,2
متفرقه,اعتبارات درآمد - هزینه,,,,اعتبارات متمرکز درآمد - هزینه,ردیف شماره 530000 از جدول شماره ۹,,"12,882.462","15,224.572",0.000,"28,107.034",,2
متفرقه,نهادهای خاص,آستان قدس رضوی,,,مطالبات آستان قدس رضوی از دولت,ردیف شماره 540000 - 1 از جدول شماره ۹,,16.000,0.000,0.000,16.000,,3
متفرقه,نهادهای خاص,پرداخت به شهرداری‌ها,,,سازمان شهرداری‌ها و دهیاریهای کشور - پرداخت به شهرداری‌ها موضوع تبصره3 ماده41 قانون مالیات بر ارزش افزوده و خرید ماشین آلات,ردیف شماره 540000 - 2 از جدول شماره ۹,,80.000,203.025,0.000,283.025,,3
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان تبلیغات اسلامی,بنیاد دعبل خزاعی,جدول شماره ۱۷ - بنیاد دعبل خزاعی,ردیف شماره 540000 - 3 - 1 - 1 از جدول شماره ۱۷,,7.430,0.000,0.000,7.430,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان تبلیغات اسلامی,موسسه مدارس معارف اسلامی صدرای نور,جدول شماره ۱۷ - موسسه مدارس معارف اسلامی صدرای نور,ردیف شماره 540000 - 3 - 1 - 2 از جدول شماره ۱۷,,2.888,0.000,0.000,2.888,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان تبلیغات اسلامی,موسسه تسنیم نور,جدول شماره ۱۷ - موسسه تسنیم نور,ردیف شماره 540000 - 3 - 1 - 3 از جدول شماره ۱۷,,1.733,0.000,0.000,1.733,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان تبلیغات اسلامی,پژوهشکده باقرالعلوم,جدول شماره ۱۷ - پژوهشکده باقرالعلوم,ردیف شماره 540000 - 3 - 1 - 4 از جدول شماره ۱۷,,1.155,0.000,0.000,1.155,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان تبلیغات اسلامی,موسسه فرهنگی بصیرت,جدول شماره ۱۷ - موسسه فرهنگی بصیرت,ردیف شماره 540000 - 3 - 1 - 5 از جدول شماره ۱۷,,3.465,0.000,0.000,3.465,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان تبلیغات اسلامی,موسسه فرهنگی و اطلاع‌رسانی تبیان,جدول شماره ۱۷ - موسسه فرهنگی و اطلاع‌رسانی تبیان,ردیف شماره 540000 - 3 - 1 - 6 از جدول شماره ۱۷,,1.200,0.000,0.000,1.200,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان تبلیغات اسلامی,ستاد احیا امر به معروف و نهی از منکر,جدول شماره ۱۷ - ستاد احیا امر به معروف و نهی از منکر,ردیف شماره 540000 - 3 - 1 - 7 از جدول شماره ۱۷,,24.000,0.000,0.000,24.000,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان تبلیغات اسلامی,موسسه علمی فرهنگی دارالحدیث,جدول شماره ۱۷ - موسسه علمی فرهنگی دارالحدیث,ردیف شماره 540000 - 3 - 1 - 8 از جدول شماره ۱۷,,3.465,0.000,0.000,3.465,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,سازمان تبلیغات اسلامی,,جدول شماره ۱۷ - کمک به سازمان تبلیغات اسلامی,ردیف شماره 540000 - 3 - 1 از جدول شماره ۱۷,,45.336,0.000,0.000,45.336,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دفتر تبلیغات اسلامی حوزه علمیه قم,,جدول شماره ۱۷ - دانشگاه باقرالعلوم,ردیف شماره 540000 - 3 - 2 - 1 از جدول شماره ۱۷,,1.155,0.000,0.000,1.155,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دفتر تبلیغات اسلامی حوزه علمیه قم,,جدول شماره ۱۷ - پژوهشگاه علوم و فرهنگ اسلامی,ردیف شماره 540000 - 3 - 2 - 2 از جدول شماره ۱۷,,1.155,0.000,0.000,1.155,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دفتر تبلیغات اسلامی حوزه علمیه قم,,جدول شماره ۱۷ - مرکز موضوع‌شناسی احکام,ردیف شماره 540000 - 3 - 2 - 3 از جدول شماره ۱۷,,1.950,0.000,0.000,1.950,,5
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دفتر تبلیغات اسلامی حوزه علمیه قم,,جدول شماره ۱۷ - کمک به دفتر تبلیغات اسلامی حوزه علمیه قم,جدول شماره ۱۷,,4.260,0.000,0.000,4.260,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,شورای سیاست‌گذاری ائمه جمعه (تجهیز مصلی),,جدول شماره ۱۷ - شورای سیاست‌گذاری ائمه جمعه (کمک به تکمیل و تجهیز مصلی‌ها),ردیف شماره 540000 - 3 - 3 از جدول شماره ۱۷,,0.000,27.500,0.000,27.500,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد مهدی موعود,,جدول شماره ۱۷ - بنیاد فرهنگی مهدی موعود,ردیف شماره 540000 - 3 - 4 از جدول شماره ۱۷,,1.155,0.000,0.000,1.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دائره‌المعارف بزرگ اسلامی,,جدول شماره ۱۷ - دائره‌المعارف بزرگ اسلامی,ردیف شماره 540000 - 3 - 5 از جدول شماره ۱۷,,6.820,0.000,0.000,6.820,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دائره‌المعارف بزرگ اسلامی,,جدول شماره ۱۷ - اقلیت‌های دینی,ردیف شماره 540000 - 3 - 6 از جدول شماره ۱۷,,4.343,0.000,0.000,4.343,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مجمع عالی حکمت اسلامی,,جدول شماره ۱۷ - مجمع عالی حکمت اسلامی,ردیف شماره 540000 - 3 - 7 از جدول شماره ۱۷,,2.650,0.000,0.000,2.650,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد صدرا,,جدول شماره ۱۷ - بنیاد حکمت اسلامی صدرا,ردیف شماره 540000 - 3 - 8 از جدول شماره ۱۷,,4.310,0.000,0.000,4.310,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه اسراء,,جدول شماره ۱۷ - موسسه اسراء,ردیف شماره 540000 - 3 - 9 از جدول شماره ۱۷,,11.275,0.000,0.000,11.275,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد بین‌المللی غدیر,,جدول شماره ۱۷ - بنیاد بین‌المللی غدیر,ردیف شماره 540000 - 3 - 10 از جدول شماره ۱۷,,1.155,0.000,0.000,1.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه امام صادق,,جدول شماره ۱۷ - موسسه امام صادق,ردیف شماره 540000 - 3 - 11 از جدول شماره ۱۷,,2.255,0.000,0.000,2.255,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه اخلاق و تربیت,,جدول شماره ۱۷ - موسسه آموزش عالی اخلاق و تربیت,ردیف شماره 540000 - 3 - 12 از جدول شماره ۱۷,,2.155,0.000,0.000,2.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بعثه رهبری,,جدول شماره ۱۷ - بعثه مقام رهبری در حج و زیارت,ردیف شماره 540000 - 3 - 13 از جدول شماره ۱۷,,0.578,0.000,0.000,0.578,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مرکز نشر معارف در جهان,,جدول شماره ۱۷ - مرکز نشر معارف اسلامی در جهان,ردیف شماره 540000 - 3 - 14 از جدول شماره ۱۷,,0.778,0.000,0.000,0.778,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,انتشارات جامعه مدرسین قم,,جدول شماره ۱۷ - انتشارات اسلامی وابسته به جامعه مدرسین حوزه علمیه قم,ردیف شماره 540000 - 3 - 15 از جدول شماره ۱۷,,1.800,0.000,0.000,1.800,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,طرح زیارت,,جدول شماره ۱۷ - رویداد مشهد پایتخت فرهنگی جهان اسلام در سال ۲۰۱۷,ردیف شماره 540000 - 3 - 16 از جدول شماره ۱۷,,0.000,24.654,0.000,24.654,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,کمک به مسجد جمکران,,جدول شماره ۱۷ - کمک به فعالیت‌های فرهنگی مسجد جمکران,ردیف شماره 540000 - 3 - 17 از جدول شماره ۱۷,,3.717,0.000,0.000,3.717,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مطالعات معارف اسلامی نور,,جدول شماره ۱۷ - موسسه مطالعات راهبردی علوم و معارف اسلام نور,ردیف شماره 540000 - 3 - 18 از جدول شماره ۱۷,,1.155,0.000,0.000,1.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بیمارستان سپیر,,جدول شماره ۱۷ - بیمارستان سپیر,ردیف شماره 540000 - 3 - 19 از جدول شماره ۱۷,,0.700,0.000,0.000,0.700,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مطالعات ایران و اوراسیا,,جدول شماره ۱۷ - موسسه مطالعات ایران و اوراسیا (ایراس),ردیف شماره 540000 - 3 - 20 از جدول شماره ۱۷,,0.347,0.000,0.000,0.347,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه آینده روشن (مهدویت),,جدول شماره ۱۷ - موسسه آینده روشن (مهدویت),ردیف شماره 540000 - 3 - 21 از جدول شماره ۱۷,,0.693,0.000,0.000,0.693,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,اتاق تعاون,,جدول شماره ۱۷ - اتاق تعاون,ردیف شماره 540000 - 3 - 22 از جدول شماره ۱۷,,3.310,0.000,0.000,3.310,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,جشنواره عمار,,جدول شماره ۱۷ - جشنواره عمار,ردیف شماره 540000 - 3 - 23 از جدول شماره ۱۷,,2.200,0.000,0.000,2.200,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دبیرخانه شورای دستگاه‌های نظارتی,,جدول شماره ۱۷ - دبیرخانه شورای دستگاه‌های نظارتی,ردیف شماره 540000 - 3 - 24 از جدول شماره ۱۷,,5.000,0.000,0.000,5.000,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه عترت اصفهان,,جدول شماره ۱۷ - دانشگاه معارف قران و عترت اصفهان,ردیف شماره 540000 - 3 - 25 از جدول شماره ۱۷,,0.647,0.000,0.000,0.647,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بسیج دانش‌آموزی,,جدول شماره ۱۷ - بسیج دانش‌آموزی,ردیف شماره 540000 - 3 - 26 از جدول شماره ۱۷,,16.000,0.000,0.000,16.000,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,هیات رزمندگان اسلام,,جدول شماره ۱۷ - هیات رزمندگان اسلام,ردیف شماره 540000 - 3 - 27 از جدول شماره ۱۷,,1.155,0.000,0.000,1.155,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,فدراسیون ورزش‌های زورخانه‌ای,,جدول شماره ۱۷ - فدراسیون بین‌المللی ورزش‌های زورخانه‌ای,ردیف شماره 540000 - 3 - 28 از جدول شماره ۱۷,,7.810,0.000,0.000,7.810,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,فدراسیون کشتی با چوخه,,جدول شماره ۱۷ - فدراسیون کشتی با چوخه,ردیف شماره 540000 - 3 - 29 از جدول شماره ۱۷,,0.500,0.000,0.000,0.500,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه امام صادق,,جدول شماره ۱۷ - دانشگاه امام صادق,ردیف شماره 540000 - 3 - 30 از جدول شماره ۱۷,,10.660,0.000,0.000,10.660,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه ادیان مذاهب,,جدول شماره ۱۷ - دانشگاه ادیان مذاهب,ردیف شماره 540000 - 3 - 31 از جدول شماره ۱۷,,5.025,0.000,0.000,5.025,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه مفید,,جدول شماره ۱۷ - موسسه غیرانتفاعی دانشگاه علوم انسانی مفید,ردیف شماره 540000 - 3 - 32 از جدول شماره ۱۷,,5.088,0.000,0.000,5.088,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه عدالت,,جدول شماره ۱۷ - دانشگاه غیردولتی - غیرانتفاعی عدالت,ردیف شماره 540000 - 3 - 33 از جدول شماره ۱۷,,4.257,0.000,0.000,4.257,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,شهرک مهدیه,,جدول شماره ۱۷ - شهرک مهدیه,ردیف شماره 540000 - 3 - 34 از جدول شماره ۱۷,,0.808,0.000,0.000,0.808,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشگاه شهید مطهری,,جدول شماره ۱۷ - دانشگاه شهید مطهری,ردیف شماره 540000 - 3 - 35 از جدول شماره ۱۷,,6.875,0.000,0.000,6.875,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,پژوهشکده تاریخ اسلام,,جدول شماره ۱۷ - پژوهشکده تاریخ اسلام,ردیف شماره 540000 - 3 - 36 از جدول شماره ۱۷,,0.600,0.000,0.000,0.600,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه کتاب‌شناسی شیعه,,جدول شماره ۱۷ - موسسه کتاب‌شناسی شیعه,ردیف شماره 540000 - 3 - 37 از جدول شماره ۱۷,,0.347,0.000,0.000,0.347,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,دانشنامه انقلاب اسلامی,,جدول شماره ۱۷ - بنیاد تاریخ‌پژوهی و دانشنامه انقلاب اسلامی,ردیف شماره 540000 - 3 - 38 از جدول شماره ۱۷,,0.347,0.000,0.000,0.347,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,اتخادیه جهانی آشوریان,,جدول شماره ۱۷ - اتخادیه جهانی آشوریان,ردیف شماره 540000 - 3 - 39 از جدول شماره ۱۷,,1.241,0.550,0.000,1.791,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,پژوهشکده علوم شناختی,,جدول شماره ۱۷ - پژوهشکده علوم شناختی,ردیف شماره 540000 - 3 - 40 از جدول شماره ۱۷,,1.678,0.000,0.000,1.678,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مرکز اسناد انقلاب اسلامی,,جدول شماره ۱۷ - مرکز اسناد انقلاب اسلامی,ردیف شماره 540000 - 3 - 41 از جدول شماره ۱۷,,2.700,0.000,0.000,2.700,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,ترجمان وحی,,جدول شماره ۱۷ - ترجمان وحی,ردیف شماره 540000 - 3 - 42 از جدول شماره ۱۷,,1.309,0.000,0.000,1.309,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه پرتو ثقلین,,جدول شماره ۱۷ - موسسه پرتو ثقلین,ردیف شماره 540000 - 3 - 43 از جدول شماره ۱۷,,1.900,0.000,0.000,1.900,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,شهر کتاب,,جدول شماره ۱۷ - شهر کتاب,ردیف شماره 540000 - 3 - 44 از جدول شماره ۱۷,,0.700,0.000,0.000,0.700,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,مدرسه اسلامی هنر,,جدول شماره ۱۷ - مدرسه اسلامی هنر,ردیف شماره 540000 - 3 - 45 از جدول شماره ۱۷,,0.300,0.000,0.000,0.300,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موسسه شهید محراب,,جدول شماره ۱۷ - موسسه شهید محراب آیت‌الله مدنی,ردیف شماره 540000 - 3 - 46 از جدول شماره ۱۷,,0.400,0.000,0.000,0.400,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,رواق حکمت,,جدول شماره ۱۷ - رواق حکمت,ردیف شماره 540000 - 3 - 47 از جدول شماره ۱۷,,0.600,0.000,0.000,0.600,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,موزه مغز و اعصاب ایران,,جدول شماره ۱۷ - موزه مغز و اعصاب ایران,ردیف شماره 540000 - 3 - 48 از جدول شماره ۱۷,,0.500,0.500,0.000,1.000,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد پروفسور حسابی,,جدول شماره ۱۷ - بنیاد پروفسور حسابی,ردیف شماره 540000 - 3 - 49 از جدول شماره ۱۷,,0.300,0.000,0.000,0.300,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,بنیاد مطهری,,جدول شماره ۱۷ - بنیاد علمی و فرهنگی شهید مطهری,ردیف شماره 540000 - 3 - 50 از جدول شماره ۱۷,,1.000,0.000,0.000,1.000,,4
متفرقه,نهادهای خاص,کمک به نهادهای خاص,,,کمک به اشخاص خقوقی غیردولتی موضوع جدول شماره ۱۷,ردیف شماره 540000 - 3 از جدول شماره ۹,,178.738,53.204,0.000,231.942,,3
متفرقه,نهادهای خاص,افزایش سرمایه دولت در بانک‌ها,,,افزایش سرمایه دولت در بانکها و موسسات اعتباری و صندوقهای قرض الحسنه,ردیف شماره 540000 - 4 از جدول شماره ۹,,48.000,0.000,0.000,48.000,,3
متفرقه,نهادهای خاص,پرداخت به دهیاری‌ها,,,سازمان شهرداری‌ها و دهیاری‌های کشور - پرداخت به دهیاری‌ها موضوع تبصره 3 ماده41 قانون مالیات بر ارزش افزوده و خرید ماشین آلات,ردیف شماره 540000 - 5 از جدول شماره ۹,,38.400,96.000,0.000,134.400,,3
متفرقه,نهادهای خاص,مطالبات آستان حضرت معصومه,,,مطالبات آستان حضرت معصومه از دستگاه‌های اجرایی,ردیف شماره 540000 - 6 از جدول شماره ۹,,4.000,0.000,0.000,4.000,,3
متفرقه,نهادهای خاص,ستاد دیه,,,ستاد مردمی رسیدگی به امور دیه - کمک,ردیف شماره 540000 - 7 از جدول شماره ۹,,21.600,0.000,0.000,21.600,,3
متفرقه,نهادهای خاص,,,,اعتبارات نهادهای خاص,ردیف شماره 540000 از جدول شماره ۹,,386.738,352.229,0.000,738.967,,2
متفرقه,ردیف‌های موقت,,,,اعتبارات ردیف‌های موردی (موقت),ردیف شماره 550000 از جدول شماره ۹,,"3,701.410","5,850.241",0.000,"9,551.651",,2
متفرقه,سود و کارمزد وام‌ها,,,,سود و کارمزد وام‌های داخلی و خارجی,ردیف شماره 600000 از جدول شماره ۹,,"2,140.290",0.000,0.000,"2,140.290",,2
متفرقه,اعتبارات مالی,واگذاری سهام,وزارت تعاون، کار و رفاه اجتماعی - سهم بخش تعاونی، نوسازی و بهسازی بنگاه‌های اقتصادی غیردولتی، سرمایه‌گذاری بخشهای غیردولتی در توسعه مناطق کمترتوسع‌هیافته (موضوع بندهای 2 و 4 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی)1,,وزارت تعاون، کار و رفاه اجتماعی - سهم بخش تعاونی، نوسازی و بهسازی بنگاه‌های اقتصادی غیردولتی، سرمایه‌گذاری بخشهای غیردولتی در توسعه مناطق کمترتوسع‌هیافته (موضوع بندهای 2 و 4 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی)1,ردیف شماره 101000 - 1 از جدول شماره ۸,,0.000,0.000,270.000,270.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,وزارت تعاون، کار و رفاه اجتماعی - تقویت منابع بانک توسعه تعاون (موضوع بند 4 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,,وزارت تعاون، کار و رفاه اجتماعی - تقویت منابع بانک توسعه تعاون (موضوع بند 4 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,ردیف شماره 101000 - 2 از جدول شماره ۸,,0.000,0.000,25.000,25.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,وزارت تعاون، کار و رفاه اجتماعی - تقویت تعاونی‌ها (موضوع بند 4 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,,وزارت تعاون، کار و رفاه اجتماعی - تقویت تعاونی‌ها (موضوع بند 4 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,ردیف شماره 101000 - 3 از جدول شماره ۸,,0.000,0.000,50.000,50.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,موضوع اجزاء ۵ و ۶ ماده ۲۹ قانون سیاست‌های کلی اصل ۴۴,,موضوع اجزاء ۵ و ۶ ماده ۲۹ قانون سیاست‌های کلی اصل ۴۴,ردیف شماره 101000 - 4 از جدول شماره ۸,,0.000,0.000,500.000,500.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,سازمان خصوصی‌سازی - بازسازی ساختاری، تعدیل نیروی انسانی و آماده‌سازی بنگاه‌ها برای واگذاری (بند 8 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,,سازمان خصوصی‌سازی - بازسازی ساختاری، تعدیل نیروی انسانی و آماده‌سازی بنگاه‌ها برای واگذاری (بند 8 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,ردیف شماره 101000 - 5 از جدول شماره ۸,,0.000,0.000,36.000,36.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,ایجاد خوداتکایی برای خانواده‌های مستضعف و محروم و تقویت اجتماعی (موضوع بند 1 ماده 29 قانون سیاستهای کلی اصل 44 قانون اساسی و نیز مفاد بند 2 قانون یاد شده) 1,,ایجاد خوداتکایی برای خانواده‌های مستضعف و محروم و تقویت اجتماعی (موضوع بند 1 ماده 29 قانون سیاستهای کلی اصل 44 قانون اساسی و نیز مفاد بند 2 قانون یاد شده) 1,ردیف شماره 101000 - 6 از جدول شماره ۸,,0.000,0.000,700.000,700.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,ایجاد زیربناهای اقتصادی با اولویت مناطق کمتر توسعه یافته (موضوع بند 3 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,,ایجاد زیربناهای اقتصادی با اولویت مناطق کمتر توسعه یافته (موضوع بند 3 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,ردیف شماره 101000 - 7 از جدول شماره ۸,,0.000,0.000,70.000,70.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,ایفای وظایف حاکمیتی دولت در حوزه‌های نوین با فناوری پیشرفته و پرخطر (موضوع بند 7 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,,ایفای وظایف حاکمیتی دولت در حوزه‌های نوین با فناوری پیشرفته و پرخطر (موضوع بند 7 ماده 29 قانون اجرای سیاستهای کلی اصل 44 قانون اساسی) 1,ردیف شماره 101000 - 8 از جدول شماره ۸,,0.000,0.000,35.000,35.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,اعتبارات موضوع فروش سهام، سهم الشرکه، اموال، دارایی‌ها و حقوق مالی و نیروگاه‌های متعلق دولت و موسسات و شرکت‌های دولتی وابسته و تابعه,,اعتبارات موضوع فروش سهام، سهم الشرکه، اموال، دارایی‌ها و حقوق مالی و نیروگاه‌های متعلق دولت و موسسات و شرکت‌های دولتی وابسته و تابعه,ردیف شماره 101000 - 9 از جدول شماره ۸,,0.000,0.000,"1,700.000","1,700.000",,4
متفرقه,اعتبارات مالی,واگذاری سهام,افزایش سرمایه بانک‌های دولتی از محل واگذاری باقیمانده سهام دولت در بانکها و بیمه‌ها,,افزایش سرمایه بانک‌های دولتی از محل واگذاری باقیمانده سهام دولت در بانکها و بیمه‌ها,ردیف شماره 101000 - 10 از جدول شماره ۸,,0.000,0.000,250.000,250.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,تسویه مطالبات قطعی اشخاص حقیقی و حقوقی خصوصی و تعاونی از محل اوراق اسلامی,,تسویه مطالبات قطعی اشخاص حقیقی و حقوقی خصوصی و تعاونی از محل اوراق اسلامی,ردیف شماره 101000 - 11 از جدول شماره ۸,,0.000,0.000,50.000,50.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,افزایش سرمایه صندوق‌های حمایت از توسعه بخش کشاورزی و تکمیل و ایجاد شهرک‌های کشاورزی (گلخانه ای، دامی و شیلاتی) موضوع واگذاری سهام، سهم الشرکه شرکت‌های دولتی وابسته به وزارت جهاد کشاورزی - ماده 51 قانون الحاق به قانون تنظیم بخشی از مقررات مالی دولت (2) ,,افزایش سرمایه صندوق‌های حمایت از توسعه بخش کشاورزی و تکمیل و ایجاد شهرک‌های کشاورزی (گلخانه ای، دامی و شیلاتی) موضوع واگذاری سهام، سهم الشرکه شرکت‌های دولتی وابسته به وزارت جهاد کشاورزی - ماده 51 قانون الحاق به قانون تنظیم بخشی از مقررات مالی دولت (2) ,ردیف شماره 101000 - 12 از جدول شماره ۸,,0.000,0.000,50.000,50.000,,4
متفرقه,اعتبارات مالی,واگذاری سهام,تسویه بدهی‌های دولت به اشخاص حقیقی و حقوقی تعاونی و خصوصی (اوراق تسویه خزانه) - جمعی خرجی,,تسویه بدهی‌های دولت به اشخاص حقیقی و حقوقی تعاونی و خصوصی (اوراق تسویه خزانه) - جمعی خرجی,ردیف شماره 101000 - 13 از جدول شماره ۸,,0.000,0.000,"5,000.000","5,000.000",,4
متفرقه,اعتبارات مالی,واگذاری سهام,بازپرداخت اصل و سود اوراق سررسید شده از محل انتشار اوراق جدید,,بازپرداخت اصل و سود اوراق سررسید شده از محل انتشار اوراق جدید,ردیف شماره 101000 - 14 از جدول شماره ۸,,0.000,0.000,0.000,0.000,,4
