LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1401,MORE INFO,LEVEL
ملی,دستگاه‌های اجرایی,ریاست جمهوری,سازمان محیط زیست,,سازمان حفاظت محیط زیست,ردیف شماره 140000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,516.445",640.625,0.000,"2,157.070",,4
ملی,دستگاه‌های اجرایی,ریاست جمهوری,,,مجموعه ردیف‌های زیرمجموعه ریاست‌جمهوری,مجموعه ردیف از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"7,942.134","2,102.277",0.000,"10,044.411",,3
ملی,دستگاه‌های اجرایی,وزارت کشور,اداره وزارت کشور,,وزارت کشور,ردیف شماره 105000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,428.470,301.338,0.000,729.808,,4
ملی,دستگاه‌های اجرایی,وزارت کشور,سازمان امور اجتماعی,,وزارت کشور  -  سازمان امور اجتماعی کشور,ردیف شماره 105030 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,374.000,245.160,0.000,619.160,,4
ملی,دستگاه‌های اجرایی,وزارت کشور,ثبت احوال,,سازمان ثبت احوال کشور,ردیف شماره 105500 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,486.000",161.320,0.000,"1,647.320",,4
ملی,دستگاه‌های اجرایی,وزارت کشور,سازمان شهرداری‌ها,,سازمان امور شهرداری ها و دهیاری‌های کشور,ردیف شماره 105600 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,63.181,"1,678.255",0.000,"1,741.436",,4
ملی,دستگاه‌های اجرایی,وزارت کشور,سازمان مدیریت بحران,,سازمان مدیریت بحران کشور,ردیف شماره 105800 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,20.000,0.000,0.000,20.000,,4
ملی,دستگاه‌های اجرایی,وزارت کشور,,,مجموعه ردیف‌های زیرمجموعه وزارت کشور,مجموعه ردیف از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"2,371.651","2,386.073",0.000,"4,757.724",,3
ملی,دستگاه‌های اجرایی,وزارت اقتصاد,اداره وزارت اقتصاد,,وزارت امور اقتصادی و دارایی,ردیف شماره 110000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"3,564.748",112.005,0.000,"3,676.753",,4
ملی,دستگاه‌های اجرایی,وزارت اقتصاد,سازمان سرمایه گذاری و کمک‌های اقتصادی,,سازمان سرمایه گذاری و کمک‌های اقتصادی و فنی ایران,ردیف شماره 110004 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,28.000,0.850,0.000,28.850,,4
ملی,دستگاه‌های اجرایی,وزارت اقتصاد,سازمان امور مالیاتی,,سازمان امور مالیاتی کشور,ردیف شماره 110100 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"6,542.180","2,595.220",0.000,"9,137.400",,4
ملی,دستگاه‌های اجرایی,وزارت اقتصاد,موضوع درآمد ردیف ...,,سازمان امور مالیاتی  -  موضوع درآمد ردیف متناسب با وصول ماهیانه برای جبران پرداخت‌های پرسنلی، ارتقا فرهنگ‌ مالیاتی، گسترش فناوری اطلاعات، قانون پایانه فروشگاهی، سامانه مودیان، تامین، تجهیز و تعمیر ساختمان,ردیف شماره 110101 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"3,600.000","3,447.300",0.000,"7,047.300",,4
ملی,دستگاه‌های اجرایی,وزارت اقتصاد,گمرک,,گمرک جمهوری اسلامی ایران,ردیف شماره 110500 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"2,728.967",728.540,0.000,"3,457.507",,4
ملی,دستگاه‌های اجرایی,وزارت اقتصاد,,,مجموعه ردیف‌های زیرمجموعه وزارت امور اقتصادی و دارایی,مجموعه ردیف از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"16,463.895","6,883.915",0.000,"23,347.810",,3
ملی,دستگاه‌های اجرایی,وزارت میراث فرهنگی,اداره وزارت میراث فرهنگی و گردشگری,,وزارت میراث فرهنگی، گردشگری و صنایع‌دستی,ردیف شماره 113700 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,818.500,"1,213.922",0.000,"2,032.422",,4
ملی,دستگاه‌های اجرایی,وزارت میراث فرهنگی,پژوهشگاه میراث فرهنگی,,پژوهشگاه میراث فرهنگی و گردشگری,ردیف شماره 113706 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,86.500,1.089,0.000,87.589,,4
ملی,دستگاه‌های اجرایی,وزارت میراث فرهنگی,شرکت توسعه ایرانگردی و جهانگردی,,شرکت توسعه ایرانگردی و جهانگردی,ردیف شماره 284100 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,27.240,0.000,27.240,,4
ملی,دستگاه‌های اجرایی,وزارت میراث فرهنگی,,,مجموعه ردیف‌های زیرمجموعه وزارت میراث فرهنگی، گردشگری و صنایع‌دستی,مجموعه ردیف از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,905.000,"1,242.251",0.000,"2,147.251",,3
ملی,دستگاه‌های اجرایی,وزارت ورزش,اداره وزارت ورزش,,وزارت ورزش و جوانان,ردیف شماره 128500 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,240.336","1,517.794",0.000,"2,758.130",,4
ملی,دستگاه‌های اجرایی,وزارت ورزش,کمیته المپیک,,کمیته ملی المپیک ایران  -  کمک,ردیف شماره 128502 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,239.000,0.000,0.000,239.000,,4
ملی,دستگاه‌های اجرایی,وزارت ورزش,کمیته پارا المپیک,,کمیته ملی پارا المپیک ایران,ردیف شماره 128507 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,127.000,0.000,0.000,127.000,,4
ملی,دستگاه‌های اجرایی,وزارت ورزش,,,مجموعه ردیف‌های زیرمجموعه وزارت ورزش و جوانان,مجموعه ردیف از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,606.336","1,517.794",0.000,"3,124.130",,3
ملی,دستگاه‌های اجرایی,وزارت ارشاد,اداره وزارت ارشاد,,وزارت فرهنگ و ارشاد اسلامی,ردیف شماره 114000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,510.383",609.291,0.000,"2,119.674",,4
ملی,دستگاه‌های اجرایی,وزارت ارشاد,سازمان امور سینمایی,,سازمان امور سینمایی و سمعی  -  بصری,ردیف شماره 114092 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,329.650,7.264,0.000,336.914,,4
ملی,دستگاه‌های اجرایی,وزارت ارشاد,حمایت از نشر کتاب,,وزارت فرهنگ و ارشاد اسلامی  -  حمایت از نشر، کتاب و مطبوعات,ردیف شماره 114046 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,300.000,0.000,0.000,300.000,,4
ملی,دستگاه‌های اجرایی,وزارت ارشاد,,,مجموعه ردیف‌های زیرمجموعه وزارت فرهنگ و ارشاد اسلامی,مجموعه ردیف از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"2,140.033",616.555,0.000,"2,756.588",,3
ملی,دستگاه‌های اجرایی,وزارت نفت,اداره وزارت نفت,,وزارت نفت,ردیف شماره 143000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,630.000,3.178,0.000,633.178,,4
ملی,دستگاه‌های اجرایی,وزارت نفت,دانشگاه صنعت نفت,,دانشگاه صنعت نفت,ردیف شماره 143100 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,60.000,0.000,0.000,60.000,,4
ملی,دستگاه‌های اجرایی,وزارت نفت,پژوهشگاه صنعت نفت,,پژوهشگاه صنعت نفت,ردیف شماره 143200 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,300.000,0.000,0.000,300.000,,4
ملی,دستگاه‌های اجرایی,وزارت نفت,شرکت ملی گاز,,شرکت ملی گاز ایران  -  مادر تخصصی,ردیف شماره 220500 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,5.902,0.000,5.902,,4
ملی,دستگاه‌های اجرایی,وزارت نفت,شرکت ملی صنایع پتروشیمی,,شرکت مادر تخصصی ملی صنایع پتروشیمی,ردیف شماره 232000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,13.166,0.000,13.166,,4
ملی,دستگاه‌های اجرایی,وزارت نفت,,,مجموعه ردیف‌های زیرمجموعه وزارت نفت,مجموعه ردیف از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,990.000,22.246,0.000,"1,012.246",,3
ملی,دستگاه‌های اجرایی,وزارت نیرو,اداره وزارت نیرو,,وزارت نیرو,ردیف شماره 143500 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,226.975,45.188,0.000,272.163,,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,پژوهشگاه نیرو,,پژوهشگاه نیرو,ردیف شماره 143504 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,319.692,41.768,0.000,361.460,,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,موسسه تحقیقات آب,,موسسه تحقیقات آب,ردیف شماره 143520 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,35.881,7.040,0.000,42.921,,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,سازمان انرژی‌های تجدید پذیر (ساتبا),,سازمان انرژی‌های تجدید پذیر و بهره وری انرژی برق (ساتبا),ردیف شماره 143525 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,73.744,"4,815.708",0.000,"4,889.452",,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,شرکت مهندسی آب و فاضلاب,,شرکت مهندسی آب و فاضلاب کشور، مادر تخصصی,ردیف شماره 216500 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,"4,883.404",0.000,"4,883.404",,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,شرکت مدیریت منابع آب,,شرکت مادر تخصصی مدیریت منابع آب ایران,ردیف شماره 219700 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,"9,101.597",0.000,"9,101.597",,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,توانیر,,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران  -  توانیر,ردیف شماره 221000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,213.293,0.000,213.293,,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,شرکت تولید نیروی برق حرارتی,,شرکت مادر تخصصی تولید نیروی برق حرارتی,ردیف شماره 229300 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,117.476,0.000,117.476,,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,خرید آب از بخش خصوصی,,وزارت نیرو  -  خرید تضمینی آب استحصالی و پساب تصفیه شده از بخش غیر دولتی,ردیف شماره 143522 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"2,520.000",0.000,0.000,"2,520.000",,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,خرید برق جزایر جنوب کشور,,شرکت توانیر  -  تامین و خرید برق جزایر جنوب کشور,ردیف شماره 143523 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,80.000,0.000,0.000,80.000,,4
ملی,دستگاه‌های اجرایی,وزارت نیرو,,,مجموعه ردیف‌های زیرمجموعه وزارت نیرو,مجموعه ردیف از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"3,256.293","19,225.474",0.000,"22,481.766",,3
ملی,دستگاه‌های اجرایی,وزارت ارتباطات,اداره وزارت ارتباطات,,وزارت ارتباطات و فناوری اطلاعات,ردیف شماره 149000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,011.472","11,267.315",0.000,"12,278.787",,4
ملی,دستگاه‌های اجرایی,وزارت ارتباطات,پژوهشگاه فضایی ایران,,پژوهشگاه فضایی ایران,ردیف شماره 113586 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,160.338,4.213,0.000,164.551,,4
ملی,دستگاه‌های اجرایی,وزارت ارتباطات,پژوهشگاه ارتباطات و فناوری اطلاعات,,پژوهشگاه ارتباطات و فناوری اطلاعات,ردیف شماره 149001 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,108.359,0.000,0.000,108.359,,4
ملی,دستگاه‌های اجرایی,وزارت ارتباطات,سازمان تنظیم مقررات,,سازمان تنظیم مقررات و ارتباطات رادیویی,ردیف شماره 149100 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,204.337,12.802,0.000,217.139,,4
ملی,دستگاه‌های اجرایی,وزارت ارتباطات,سازمان فضایی ایران,,سازمان فضایی ایران,ردیف شماره 149200 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,51.241,"1,092.300",0.000,"1,143.541",,4
ملی,دستگاه‌های اجرایی,وزارت ارتباطات,پارک علم و فناوری ارتباطات,,پارک علم و فناوری ارتباطات و فناوری اطلاعات,ردیف شماره 149300 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,69.959,0.000,0.000,69.959,,4
ملی,دستگاه‌های اجرایی,وزارت ارتباطات,شرکت ملی پست,,شرکت ملی پست جمهوری اسلامی ایران,ردیف شماره 283100 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,0.000,6.536,0.000,6.536,,4
ملی,دستگاه‌های اجرایی,وزارت ارتباطات,,,مجموعه ردیف‌های زیرمجموعه وزارت ارتباطات و فناوری اطلاعات,مجموعه ردیف از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,605.706","12,383.166",0.000,"13,988.872",,3
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,سازمان تحقیقات آموزش و ترویج کشاورزی,,سازمان تحقیقات، آموزش و ترویج کشاورزی,ردیف شماره 134003 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"2,193.037",329.828,0.000,"2,522.865",,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,سازمان دامپزشکی,,سازمان دامپزشکی کشور,ردیف شماره 135500 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,905.352,106.828,0.000,"1,012.180",,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,موسسه رازی,,موسسه رازی,ردیف شماره 136000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,"1,927.351","2,000.000",0.000,"3,927.351",,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,سازمان منابع طبیعی,,سازمان جنگلها، مراتع و آبخیزداری کشور,ردیف شماره 139000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,893.212,"2,797.574",0.000,"3,690.786",,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,موسسه تحقیقات جنگل‌ها و مراتع,,موسسه تحقیقات جنگلها و مراتع کشور,ردیف شماره 149511 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,101.281,33.180,0.000,134.461,,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,موسسه تحقیقات علوم شیلاتی,,موسسه تحقیقات علوم شیلاتی کشور,ردیف شماره 149520 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,158.068,34.530,0.000,192.598,,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,سازمان امور عشایر,,سازمان امور عشایر ایران,ردیف شماره 149600 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,30.749,85.896,0.000,116.645,,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,اداره وزارت کشاورزی,,وزارت جهاد کشاورزی,ردیف شماره 151000 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,631.055,"4,615.338",0.000,"5,246.394",,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,موسسه پژوهش‌های برنامه‌ریزی و اقتصاد کشاورزی,,وزارت جهاد کشاورزی  -  موسسه پژوهش‌های برنامه ریزی و اقتصاد کشاورزی,ردیف شماره 151003 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,36.734,0.200,0.000,36.934,,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,موسسه تحقیقات اصلاح و تهیه نهال و بذر,,موسسه تحقیقات اصلاح و تهیه نهال و بذر,ردیف شماره 151005 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,95.702,16.468,0.000,112.170,,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,موسسه تحقیقات گیاه پزشکی,,موسسه تحقیقات گیاه پزشکی,ردیف شماره 151007 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,67.008,21.601,0.000,88.609,,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,سازمان حفظ نباتات,,سازمان حفظ نباتات کشور,ردیف شماره 151011 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,48.510,64.147,0.000,112.657,,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,سازمان چای,,سازمان چای کشور,ردیف شماره 151012 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,25.508,0.000,0.000,25.508,,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,سازمان امور اراضی,,سازمان امور اراضی,ردیف شماره 151019 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,145.167,111.616,0.000,256.784,,4
ملی,دستگاه‌های اجرایی,وزارت کشاورزی,سازمان شیلات ایران,,سازمان شیلات ایران,ردیف شماره 151200 از جدول شماره 7,https://iranbudget.org/blog/wp-content/uploads/2024/02/Bill-1401-00.pdf,94.954,358.879,0.000,453.833,,4
