LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1402,MORE INFO,LEVEL
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,صندوق حمایت از پژوهشگران,,صندوق حمایت از پژوهشگران و فناوران کشور,ردیف شماره 101047 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,202.071,150.409,0.000,352.480,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,بنیاد نخبگان,,بنیاد ملی نخبگان,ردیف شماره 101048 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,451.404,3.709,0.000,455.113,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,پارک فناوری پردیس,,پارک فناوری پردیس,ردیف شماره 101049 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,140.630,1.369,0.000,141.999,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,اداره معاونت علمی,,معاونت علمی و فناوری رییس جمهور,ردیف شماره 101052 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"1,213.691",2.026,0.000,"1,215.718",,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,کارگروه دیجیتال,,معاونت علمی و فناوری رییس جمهور - کارگروه توسعه زیرساخت و خدمات دیجیتال,ردیف شماره 101069 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,310.000,0.000,0.000,310.000,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,علوم شناختی,,ستاد توسعه فناوری علوم شناختی,ردیف شماره 101074 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,312.878,0.000,0.000,312.878,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,زیست فناوری,,ستاد توسعه زیست فناوری,ردیف شماره 101075 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,229.687,0.340,0.000,230.027,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,فناوری‌های نوین,,معاونت علمی و فناوری رییس جمهور - ستادهای توسعه فناوری‌های نوین,ردیف شماره 101078 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,254.675,0.000,0.000,254.675,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,سلول‌های بنیادی,,ستاد توسعه علوم و فناوری‌های سلول‌های بنیادی,ردیف شماره 101089 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,61.068,0.000,0.000,61.068,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی, فوتونیک و لیزر,,معاونت علمی و فناوری رییس جمهور - فناوری‌های فوتونیک و لیزر,ردیف شماره 101091 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,7.832,0.000,0.000,7.832,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,فناوری‌های فضایی,,ستاد فناوری‌های فضایی و حمل و نقل پیشرفته,ردیف شماره 101093 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,217.800,0.000,0.000,217.800,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,معاونت علمی,,,معاونت علمی و فناوری رییس جمهور,مجموعه ردیف از جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"3,631.556",163.096,0.000,"3,794.652",,4
ملی,دستگاه‌های اجرایی,ریاست جمهوری,سازمان اداری و استخدامی,سازمان اداری و استخدامی,,سازمان اداری و استخدامی کشور,ردیف شماره 101057 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,207.933,62.420,0.000,270.353,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,سازمان اداری و استخدامی,سازمان اداری و استخدامی,,سازمان ملی بهره‌وری ایران,ردیف شماره 102518 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,30.000,1.000,0.000,31.000,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,سازمان اداری و استخدامی,,,سازمان اداری و استخدامی کشور,مجموعه ردیف از جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,237.933,63.420,0.000,301.353,,4
ملی,دستگاه‌های اجرایی,ریاست جمهوری,برنامه و بودجه,موسسه عالی آموزش و پژوهش مدیریت و برنامه‌ریزی,,موسسه عالی آموزش و پژوهش مدیریت و برنامه‌ریزی,ردیف شماره 101003 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,132.806,2.762,0.000,135.568,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,برنامه و بودجه,سازمان برنامه و بودجه,,سازمان برنامه و بودجه کشور,ردیف شماره 102500 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"1,829.016",131.200,0.000,"1,960.216",,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,برنامه و بودجه,مازاد درآمد اختصاصی دستگاه‌ها,,سازمان برنامه و بودجه کشور - مازاد درآمد اختصاصی دستگاه‌های اجرایی ملی و استانی,ردیف شماره 102530 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"3,743.337","1,222.000",0.000,"4,965.337",,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,برنامه و بودجه,مرکز آمار,,مرکز آمار ایران,ردیف شماره 103000 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,257.868,20.050,0.000,277.918,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,برنامه و بودجه,سازمان نقشه‌برداری,,سازمان نقشه برداری کشور,ردیف شماره 103500 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,167.081,24.200,0.000,191.281,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,برنامه و بودجه,,,سازمان برنامه و بودجه کشور,مجموعه ردیف از جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"6,130.108","1,400.212",0.000,"7,530.319",,4
ملی,دستگاه‌های اجرایی,ریاست جمهوری,سازمان انرژی اتمی,اداره سازمان انرژی اتمی,,سازمان انرژی اتمی ایران,ردیف شماره 144000 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,325.000,"1,168.250",0.000,"1,493.250",,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,سازمان انرژی اتمی,پژوهشگاه علوم و فنون هسته‌ای,,پژوهشگاه علوم و فنون هسته ای,ردیف شماره 144001 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,540.297,0.000,0.000,540.297,,5
ملی,دستگاه‌های اجرایی,ریاست جمهوری,سازمان انرژی اتمی,,,سازمان انرژی اتمی ایران,ردیف شماره 144000 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,865.297,"1,168.250",0.000,"2,033.547",,4
ملی,دستگاه‌های اجرایی,ریاست جمهوری,سازمان محیط زیست,,,سازمان حفاظت محیط زیست,ردیف شماره 140000 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"2,550.319","1,162.690",0.000,"3,713.009",,4
ملی,دستگاه‌های اجرایی,ریاست جمهوری,,,,مجموعه زیر نظر ریاست جمهوری و معاونت‌ها,مجموعه ردیف از جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"21,797.997","5,047.328",0.000,"26,845.326",,3
ملی,دستگاه‌های اجرایی,وزارت کشور,اداره وزارت کشور,,,وزارت کشور,ردیف شماره 105000 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,678.629,279.431,0.000,958.060,,4
ملی,دستگاه‌های اجرایی,وزارت کشور,شورای عالی استان‌ها,,,شورای عالی استان ها (کمک),ردیف شماره 105020 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,100.000,0.000,0.000,100.000,,4
ملی,دستگاه‌های اجرایی,وزارت کشور,سازمان امور اجتماعی,,,وزارت کشور - سازمان امور اجتماعی کشور,ردیف شماره 105030 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"1,638.000",0.000,0.000,"1,638.000",,4
ملی,دستگاه‌های اجرایی,وزارت کشور,ثبت احوال,,,سازمان ثبت احوال کشور,ردیف شماره 105500 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"1,828.947",364.100,0.000,"2,193.047",,4
ملی,دستگاه‌های اجرایی,وزارت کشور,سازمان شهرداری‌ها,,,سازمان امور شهرداری ها و دهیاری‌های کشور,ردیف شماره 105600 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,88.324,"2,670.969",0.000,"2,759.294",,4
ملی,دستگاه‌های اجرایی,وزارت کشور,سازمان مدیریت بحران,,,سازمان مدیریت بحران کشور,ردیف شماره 105800 جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,26.394,0.230,0.000,26.624,,4
ملی,دستگاه‌های اجرایی,وزارت کشور,,,,مجموعه زیر نظر وزارت کشور,مجموعه ردیف از جدول شماره ۷,https://web.archive.org/web/20230502013837/https://shenasname.ir/budjet1402/53540-%D8%AC%D8%AF%D8%A7%D9%88%D9%84-%DA%A9%D9%84%D8%A7%D9%86-%D9%88-%D9%BE%DB%8C%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A8%D9%88%D8%AF%D8%AC%D9%87,"4,360.294","3,314.730",0.000,"7,675.024",,3
